issue,polviews,verb_ab,id,quest,answer,arg,counter_arg,exposure,belief_before,belief_now
absingle,liberal,high,211,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,6|1,5,0,25,50
absingle,liberal,high,151,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5,6,0,30,70
absingle,liberal,high,885,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,0|1|7|5,4|1,1,20,60
absingle,liberal,high,114,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,0,4|0|1|6,5|1,1,75,65
absingle,liberal,high,709,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5|0|7|1,6|4,1,60,65
absingle,liberal,high,536,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,0,4,1,3,10
absingle,liberal,high,29,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5,6,1,20,40
absingle,liberal,high,785,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,1|7|5,1|0|6,1,20,40
absingle,liberal,high,166,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,1|7|5|0,4|0|6,1,30,60
absingle,liberal,high,847,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5,8,0,15,60
absingle,liberal,high,54,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,1|7|5|0,6|3|4|5|0,1,55,50
absingle,liberal,high,247,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5|6|8,8,1,30,60
absingle,liberal,high,798,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,8,8,1,40,70
absingle,liberal,high,263,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5|0,6,1,10,40
absingle,liberal,high,877,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5|1,4|6|0,1,40,60
absingle,liberal,high,611,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5,3,0,30,70
absingle,liberal,high,955,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5|1,4,0,10,55
absingle,liberal,high,483,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5,4,1,10,45
absingle,liberal,high,915,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,7|3|5|0|6|1,2|6|4,1,30,50
absingle,liberal,high,924,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,6|0|5,3|4|1,1,20,40
absingle,liberal,high,808,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5,6,0,50,50
absingle,liberal,high,501,Do you think it should be possible for a pregnant woman to obtain a legal abortion if she is not married and does not want to marry the man?,1,5|8,6|0|4,1,52,58
busing,liberal,high,120,In general: do you favor the busing of African-American and white school children from one school district to another?,1,1,1,0,40,60
busing,liberal,high,166,In general: do you favor the busing of African-American and white school children from one school district to another?,1,5|1,2|7,1,20,70
busing,liberal,high,110,In general: do you favor the busing of African-American and white school children from one school district to another?,0,7,1|5,0,50,20
busing,liberal,high,839,In general: do you favor the busing of African-American and white school children from one school district to another?,1,8,3|5|4|7,0,30,90
busing,liberal,high,885,In general: do you favor the busing of African-American and white school children from one school district to another?,1,0|4|5|1,3|5|2|7,0,20,55
busing,liberal,high,54,In general: do you favor the busing of African-American and white school children from one school district to another?,1,1,3|4,0,35,46
busing,liberal,high,785,In general: do you favor the busing of African-American and white school children from one school district to another?,0,7|8,0|1,0,10,20
busing,liberal,high,925,In general: do you favor the busing of African-American and white school children from one school district to another?,1,1,1|3,0,50,50
busing,liberal,high,358,In general: do you favor the busing of African-American and white school children from one school district to another?,1,1,1|5,0,55,80
busing,liberal,high,671,In general: do you favor the busing of African-American and white school children from one school district to another?,1,1,5|6|7,0,25,75
busing,liberal,high,877,In general: do you favor the busing of African-American and white school children from one school district to another?,0,5|1|7|0,2|3,0,50,50
busing,liberal,high,955,In general: do you favor the busing of African-American and white school children from one school district to another?,1,0|1,7,0,30,45
busing,liberal,high,611,In general: do you favor the busing of African-American and white school children from one school district to another?,0,5,3,0,40,50
busing,liberal,high,89,In general: do you favor the busing of African-American and white school children from one school district to another?,0,1|6|3|0,5|6|4|3|2|0,0,50,30
busing,liberal,high,347,In general: do you favor the busing of African-American and white school children from one school district to another?,0,1,1,0,45,35
busing,liberal,high,788,In general: do you favor the busing of African-American and white school children from one school district to another?,1,0|4|3,7|5|2,0,35,70
busing,liberal,high,798,In general: do you favor the busing of African-American and white school children from one school district to another?,1,8,8,0,50,60
busing,liberal,high,545,In general: do you favor the busing of African-American and white school children from one school district to another?,1,0|1,1|5,0,20,50
busing,liberal,high,414,In general: do you favor the busing of African-American and white school children from one school district to another?,0,5|2,3,0,35,30
busing,liberal,high,536,In general: do you favor the busing of African-American and white school children from one school district to another?,0,7|5|1|3,0|5,1,1,10
busing,liberal,high,273,In general: do you favor the busing of African-American and white school children from one school district to another?,1,1|5,7,1,50,30
busing,liberal,high,20,In general: do you favor the busing of African-American and white school children from one school district to another?,0,1,1,0,25,75
busing,liberal,high,29,In general: do you favor the busing of African-American and white school children from one school district to another?,0,7,1,0,25,30
busing,liberal,high,473,In general: do you favor the busing of African-American and white school children from one school district to another?,0,5,1,0,20,50
busing,liberal,high,501,In general: do you favor the busing of African-American and white school children from one school district to another?,1,1|8,7|5,0,55,43
busing,liberal,high,263,In general: do you favor the busing of African-American and white school children from one school district to another?,1,5,7,0,10,40
busing,liberal,high,483,In general: do you favor the busing of African-American and white school children from one school district to another?,0,3|1,4,0,65,15
busing,liberal,high,114,In general: do you favor the busing of African-American and white school children from one school district to another?,0,1|0|8,1|0,0,40,40
busing,liberal,high,247,In general: do you favor the busing of African-American and white school children from one school district to another?,1,1,4|5,0,50,70
busing,liberal,high,521,In general: do you favor the busing of African-American and white school children from one school district to another?,1,0|1,5|7|1,1,25,55
cappun,liberal,high,734,Do you favor the death penalty for persons convicted of murder?,0,4|6|7,4|5,0,40,30
cappun,liberal,high,483,Do you favor the death penalty for persons convicted of murder?,1,7,6,1,90,70
cappun,liberal,high,925,Do you favor the death penalty for persons convicted of murder?,0,7,4,0,50,50
cappun,liberal,high,611,Do you favor the death penalty for persons convicted of murder?,0,7,3,0,75,50
cappun,liberal,high,559,Do you favor the death penalty for persons convicted of murder?,0,7|0,8,0,50,45
cappun,liberal,high,72,Do you favor the death penalty for persons convicted of murder?,1,4,6,0,50,70
cappun,liberal,high,273,Do you favor the death penalty for persons convicted of murder?,1,4,0|6|1,1,40,25
cappun,liberal,high,473,Do you favor the death penalty for persons convicted of murder?,0,1|0|6,1,0,60,70
cappun,liberal,high,924,Do you favor the death penalty for persons convicted of murder?,1,7|0,4|0|3|6,1,45,40
cappun,liberal,high,785,Do you favor the death penalty for persons convicted of murder?,0,6|7|8,6|0|2|3|1|4,0,70,35
cappun,liberal,high,253,Do you favor the death penalty for persons convicted of murder?,0,7|0,4,0,90,15
cappun,liberal,high,808,Do you favor the death penalty for persons convicted of murder?,1,1,6,0,60,50
cappun,liberal,high,788,Do you favor the death penalty for persons convicted of murder?,0,6,1|7,0,75,35
cappun,liberal,high,501,Do you favor the death penalty for persons convicted of murder?,0,7,8,1,70,55
cappun,liberal,high,89,Do you favor the death penalty for persons convicted of murder?,1,1|0|8,1|5|4|6|0,1,65,50
cappun,liberal,high,29,Do you favor the death penalty for persons convicted of murder?,0,6|7,4,0,30,45
